,urunKod,urunAdı,listeFiyatı,kdvOran,marka,kategori,menşei,created_id
1419,1420,RUFFLES KETÇAP AROMA ÇEŞNİLİ PATATES CİPSİ PARTİ BOY 160 GR ,4.5,0.08,Ruffles,Atıştırmalık,İngiltere,2020-01-01
1420,1421,RUFFLES KETÇAPLI SÜPER BOY 115 G ,3.5,0.08,Ruffles,Atıştırmalık,İngiltere,2020-01-01
1421,1422,RUFFLES MIX SÜPER BOY 107 G ,3.5,0.08,Ruffles,Atıştırmalık,İngiltere,2020-01-01
1422,1423,RUFFLES ORIGINALS MEGA BOY 215 GR         ,5.0,0.08,Ruffles,Atıştırmalık,İngiltere,2020-01-01
1423,1424,RUFFLES ORJINAL AİLE BOY 72 GR ,2.5,0.08,Ruffles,Atıştırmalık,İngiltere,2020-01-01
1424,1425,RUFFLES ORJINAL PARTI BOY 170 G ,3.95,0.08,Ruffles,Atıştırmalık,İngiltere,2020-01-01
1425,1426,RUFFLES ORJINAL SÜPER BOY 123 G ,3.0,0.08,Ruffles,Atıştırmalık,İngiltere,2020-01-01
1426,1427,RUFFLES PEYNİR SOĞAN SÜPER BOY 121 G ,2.85,0.08,Ruffles,Atıştırmalık,İngiltere,2020-01-01
1427,1428,RUFFLES PEYNİR VE SOĞAN AROMA ÇEŞNİLİ PATATES CİPSİ PARTİ BOY 160 GR ,3.75,0.08,Ruffles,Atıştırmalık,İngiltere,2020-01-01
1428,1429,RUFFLES ÇUBUX SADE SÜPER BOY 111 G ,3.5,0.08,Ruffles,Atıştırmalık,İngiltere,2020-01-01
1429,1430,SAMAI MUZ CİPSİ SARIMSAKLI 75 GR ,7.75,0.08,Samai,Atıştırmalık,İngiltere,2020-01-01
1430,1431,ALBENİ ATIŞTIRMALIK ÇİKOLATALI 63 G ,1.25,0.08,Ülker,Atıştırmalık,Türkiye,2020-01-01
1431,1432,ALPELLA MİNİ RULO PASTA SÜTLÜ 32 GR ,0.45,0.08,Ülker,Atıştırmalık,Türkiye,2020-01-01
1432,1433,BARNI SÜTLÜ DOLGULU KEK 5Lİ PAKET 150 G ,5.45,0.08,Ülker,Atıştırmalık,Türkiye,2020-01-01
1433,1434,BARNİ SÜTLÜ DOLGULU KEK 30 G ,1.25,0.08,Ülker,Atıştırmalık,Türkiye,2020-01-01
1434,1435,BARNİ ÇİKOLATA DOLGULU KEK 30 G ,1.25,0.08,Ülker,Atıştırmalık,Türkiye,2020-01-01
1435,1436,BARNİ ÇİKOLATA DOLGULU KEK 5'Lİ PAKET 150 G ,5.45,0.08,Ülker,Atıştırmalık,Türkiye,2020-01-01
1436,1437,BIEN  KAKAOLU KREMA DOLGULU KRUVASAN 50 GR ,0.95,0.08,Ülker,Atıştırmalık,Türkiye,2020-01-01
1437,1438,BISCOLATA PIA KEK FRAMBUAZLI 100 GR ,2.15,0.08,Şölen,Atıştırmalık,Türkiye,2020-01-01
1438,1439,BISCOLATA PIA KEK LİMON SORBE 100 GR ,2.15,0.08,Şölen,Atıştırmalık,Türkiye,2020-01-01
1439,1440,BISCOLATA PIA KEK PORTAKALLI 100 GR ,2.15,0.08,Şölen,Atıştırmalık,Türkiye,2020-01-01
1440,1441,BISCOLATA PIA ÇIKOLATALI 100 G ,2.15,0.08,Şölen,Atıştırmalık,Türkiye,2020-01-01
1441,1442,BISCOLATA STIX PIRINÇ PATLAKLI 34 GR ,1.45,0.08,Şölen,Atıştırmalık,Türkiye,2020-01-01
1442,1443,BISCOLATA STIX SÜTLÜ 40 G ,1.45,0.08,Şölen,Atıştırmalık,Türkiye,2020-01-01
1443,1444,BROWNI INTENSE MINI KARAMELLI 144 G ,3.45,0.08,Şölen,Atıştırmalık,Türkiye,2020-01-01
1444,1445,BİSCOLATA MOOD BARDAK 125 GR ,3.5,0.08,Şölen,Atıştırmalık,Türkiye,2020-01-01
1445,1446,BİSCOLATA STİX  HINDISTAN ÇEVIZLI 36 G ,1.45,0.08,Şölen,Atıştırmalık,Türkiye,2020-01-01
1446,1447,DANKEK 8 KEK MUZ ÇİKOLATA 50 GR ,0.45,0.08,Dankek,Atıştırmalık,Türkiye,2020-01-01
1447,1448,DANKEK 8 KEK PORTAKAL ÇİKOLATA 50 GR ,0.45,0.08,Dankek,Atıştırmalık,Türkiye,2020-01-01
1448,1449,DANKEK LOKMALIK HAVUÇLU TARÇINLI 170 G ,2.25,0.08,Dankek,Atıştırmalık,Türkiye,2020-01-01
1449,1450,DANKEK LOKMALIK KAKAOLU KEK 170 G ,2.25,0.08,Dankek,Atıştırmalık,Türkiye,2020-01-01
1450,1451,DANKEK LOKMALIK ÜZÜMLÜ KEK 170 G ,2.25,0.08,Dankek,Atıştırmalık,Türkiye,2020-01-01
1451,1452,DANKEK PÖTİ KAKAOLU KEK 40 GR ,0.5,0.08,Dankek,Atıştırmalık,Türkiye,2020-01-01
1452,1453,DANKEK PÖTİ MEYVELİ 45 GR ,0.5,0.08,Dankek,Atıştırmalık,Türkiye,2020-01-01
1453,1454,DANKEK PÖTİ MUFF.KEK LİMONLU 40 G ,0.5,0.08,Dankek,Atıştırmalık,Türkiye,2020-01-01
1454,1455,DANKEK RULO PASTA MUZLU 245 G ,2.95,0.08,Dankek,Atıştırmalık,Türkiye,2020-01-01
1455,1456,DANKEK ÇAY SAATİ ISLAK KEK 240 GR ,4.5,0.08,Dankek,Atıştırmalık,Türkiye,2020-01-01
1456,1457,DANKEK ÇAY SAATİ KAKAO 210 GR ,3.0,0.08,Dankek,Atıştırmalık,Türkiye,2020-01-01
1457,1458,DANKEK ÇAY SAATİ MEYVELİ 210 GR ,3.0,0.08,Dankek,Atıştırmalık,Türkiye,2020-01-01
1458,1459,DANKEK ÇAY SAATİ MOZAİK 210 GR ,3.0,0.08,Dankek,Atıştırmalık,Türkiye,2020-01-01
1459,1460,DANKEK ÇAY SAATİ MOZAİK 280 GR ,3.75,0.08,Dankek,Atıştırmalık,Türkiye,2020-01-01
1460,1461,DANKEK 8 KEK DUBLE ÇİKOLATALI 45 G ,0.45,0.08,Dankek,Atıştırmalık,Türkiye,2020-01-01
1461,1462,DANKEK 8 KEK KARAMELLİ 50 GR ,0.45,0.08,Dankek,Atıştırmalık,Türkiye,2020-01-01
1462,1463,DANKEK 8 KEK ÇİLEKLİ 50 GR ,0.45,0.08,Dankek,Atıştırmalık,Türkiye,2020-01-01
1463,1464,ETI BENIMO 66X3 GR ,3.75,0.08,Eti,Atıştırmalık,Türkiye,2020-01-01
1464,1465,ETİ BENİM'O ÇİKOLATALI LOKMALIK 88 GR ,1.25,0.08,Eti,Atıştırmalık,Türkiye,2020-01-01
1465,1466,ETİ BROWNI 200 GR ,3.5,0.08,Eti,Atıştırmalık,Türkiye,2020-01-01
1466,1467,ETİ BROWNI 40 GR ,0.75,0.08,Eti,Atıştırmalık,Türkiye,2020-01-01
1467,1468,ETİ BROWNI GOLD KAKAO SOSLU ÇİKOLATALI KEK 9'LU 180 GR ,3.25,0.08,Eti,Atıştırmalık,Türkiye,2020-01-01
1468,1469,ETİ BROWNI GOLD VİŞNELİ - ÇİKOLATALI 40 GR ,0.45,0.08,Eti,Atıştırmalık,Türkiye,2020-01-01
1469,1470,ETİ BROWNI GOLD ÇİKOLATALI 40 GR ,0.49,0.08,Eti,Atıştırmalık,Türkiye,2020-01-01
1470,1471,ETİ BROWNI INTENSE 48 GR ,1.0,0.08,Eti,Atıştırmalık,Türkiye,2020-01-01
1471,1472,ETİ BROWNI MİNİ INTENSE POŞET ÇİKOLATALI 144 GR ,3.45,0.08,Eti,Atıştırmalık,Türkiye,2020-01-01
1472,1473,ETİ CİN 5'Lİ PORTAKALLI 135 G ,1.2,0.08,Eti,Atıştırmalık,Türkiye,2020-01-01
1473,1474,ETİ CİN LOKMALIK 3LÜ 306 G ,2.95,0.08,Eti,Atıştırmalık,Türkiye,2020-01-01
1474,1475,ETİ CİN PORTAKALLI 351 GR ,3.25,0.08,Eti,Atıştırmalık,Türkiye,2020-01-01
1475,1476,ETİ CİN TEK LOKMALIK BİSKÜVİ PORTAKALLI JÖLELİ 102 GR ,1.0,0.08,Eti,Atıştırmalık,Türkiye,2020-01-01
1476,1477,ETİ KOMBO 56 GR ,0.9,0.08,Eti,Atıştırmalık,Türkiye,2020-01-01
1477,1478,ETİ PAYKEK KAKAOLU 220 GR ,3.25,0.08,Eti,Atıştırmalık,Türkiye,2020-01-01
1478,1479,ETİ PAYKEK MEYVELİ 220 GR ,3.25,0.08,Eti,Atıştırmalık,Türkiye,2020-01-01
1479,1480,ETİ PAYKEK MOZAİK 220 GR ,3.25,0.08,Eti,Atıştırmalık,Türkiye,2020-01-01
1480,1481,ETİ PAYKEK ŞEKL-İ ŞAHANE ÇİKOLATA SOSLU FINDIKLI KEK 325 GR ,4.25,0.08,Eti,Atıştırmalık,Türkiye,2020-01-01
1481,1482,ETİ POPKEK GOA FINDIKLI 56 GR ,0.75,0.08,Eti,Atıştırmalık,Türkiye,2020-01-01
1482,1483,ETİ POPKEK KAKAOLU 50 GR ,0.75,0.08,Eti,Atıştırmalık,Türkiye,2020-01-01
1483,1484,ETİ POPKEK LİMONLU 50 GR ,0.75,0.08,Eti,Atıştırmalık,Türkiye,2020-01-01
1484,1485,ETİ POPKEK MUZLU 50 GR ,0.75,0.08,Eti,Atıştırmalık,Türkiye,2020-01-01
1485,1486,ETİ POPKEK MİNİ MUZ KREMALI 10X18 GR ,2.95,0.08,Eti,Atıştırmalık,Türkiye,2020-01-01
1486,1487,ETİ POPKEK PORTAKAL KREMALI 50 GR ,0.75,0.08,Eti,Atıştırmalık,Türkiye,2020-01-01
1487,1488,ETİ POPKEK VİŞNE KREMALI 50 GR ,0.75,0.08,Eti,Atıştırmalık,Türkiye,2020-01-01
1488,1489,ETİ PUF HİNDİSTAN CEVİZLİ 16 GR ,0.3,0.08,Eti,Atıştırmalık,Türkiye,2020-01-01
1489,1490,ETİ PUF KAKAOLU 18 GR ,0.3,0.08,Eti,Atıştırmalık,Türkiye,2020-01-01
1490,1491,ETİ PUF RENKLİ 18 GR ,0.3,0.08,Eti,Atıştırmalık,Türkiye,2020-01-01
1491,1492,ETİ TARTİNİ FRAMBUAZLI TURTA 180 GR ,3.25,0.08,Eti,Atıştırmalık,Türkiye,2020-01-01
1492,1493,ETİ TARTİNİ KAYISILI TURTA 180 GR ,2.0,0.08,Eti,Atıştırmalık,Türkiye,2020-01-01
1493,1494,ETİ TOPKEK FINDIKLI KAKAOLU 35 GR ,0.5,0.08,Eti,Atıştırmalık,Türkiye,2020-01-01
1494,1495,ETİ TOPKEK MEYVELİ 40 GR ,0.5,0.08,Eti,Atıştırmalık,Türkiye,2020-01-01
1495,1496,ETİ TOPKEK PORTAKALLI 40 GR ,0.5,0.08,Eti,Atıştırmalık,Türkiye,2020-01-01
1496,1497,ETİ TOPKEK ÇİLEK MARMELATLI 40 GR ,0.5,0.08,Eti,Atıştırmalık,Türkiye,2020-01-01
1497,1498,FIORELLA BİTTER ÇİKOLATALI BİSKÜVİ 102 G ,2.5,0.08,Fiorella,Atıştırmalık,Türkiye,2020-01-01
1498,1499,FIORELLA SÜTLÜ ÇİKOLATALI BİSKÜVİ 102 G ,2.5,0.08,Fiorella,Atıştırmalık,Türkiye,2020-01-01
1499,1500,INVITE DONUT KEK ÇİLEKLİ 45 G ,0.6,0.08,invite,Atıştırmalık,Türkiye,2020-01-01
1500,1501,INVITE MİNİ ROLL KEK 40 G ,0.6,0.08,invite,Atıştırmalık,Türkiye,2020-01-01
1501,1502,INVITE WAFFLE KEK 50 G ,0.6,0.08,invite,Atıştırmalık,Türkiye,2020-01-01
1502,1503,INVITE WAFFLE KEK ÇİLEKLİ 50 G ,0.6,0.08,invite,Atıştırmalık,Türkiye,2020-01-01
1503,1504,LUPPO SANDVIÇ KEK 322 G ,5.0,0.08,Eti,Atıştırmalık,Türkiye,2020-01-01
1504,1505,LUPPO SUFLE AKIŞKAN FINDIKLI KEK 40 GR ,1.0,0.08,Eti,Atıştırmalık,Türkiye,2020-01-01
1505,1506,LUPPO SUFLE AKIŞKAN ÇİKOLATALI KEK 40 GR ,1.0,0.08,Eti,Atıştırmalık,Türkiye,2020-01-01
1506,1507,MCVİTİES DİGESTVE BITTER ÇİK.91 G ,2.5,0.08,mcvities,Atıştırmalık,İngiltere,2020-01-01
1507,1508,MCVİTİES DİGESTİVE SÜTLÜ ÇİK 34 G ,1.0,0.08,mcvities,Atıştırmalık,İngiltere,2020-01-01
1508,1509,MCVİTİES DİGESTİVE SÜTLÜ ÇİK 91 G ,2.5,0.08,mcvities,Atıştırmalık,İngiltere,2020-01-01
1509,1510,MILKA CHOCO GRAINS 168 GR ,6.25,0.08,Milka,Atıştırmalık,İsviçre,2020-01-01
1510,1511,MILKA CHOCO MOO 200 GR ,7.45,0.08,Milka,Atıştırmalık,İsviçre,2020-01-01
1511,1512,MILKA LILA STIX 144 GR ,6.25,0.08,Milka,Atıştırmalık,İsviçre,2020-01-01
1512,1513,O'LALA SUFLE MINI 162 GR ,2.95,0.08,Milka,Atıştırmalık,İsviçre,2020-01-01
1513,1514,OREO BEYAZ ÇİKOLATA KAPLAMALI BİSKÜVİ 246 GR ,12.9,0.08,Oreo,Atıştırmalık,İngiltere,2020-01-01
1514,1515,OREO SÜTLÜ ÇİKOLATA KAPLAMALI BİSKÜVİ 246 GR ,12.9,0.08,Oreo,Atıştırmalık,İngiltere,2020-01-01
1515,1516,OZMO CORNET 25 GR ,1.0,0.08,Şölen,Atıştırmalık,Türkiye,2020-01-01
1516,1517,OZMO CORNET MUZLU 25 GR ,1.0,0.08,Şölen,Atıştırmalık,Türkiye,2020-01-01
1517,1518,"OZMO HOXİ POXİ 27,5 G ",1.0,0.08,Şölen,Atıştırmalık,Türkiye,2020-01-01
1518,1519,OZMO OGOPOGO ÇİKOLATALI KEK  38 GR ,0.8,0.08,Şölen,Atıştırmalık,Türkiye,2020-01-01
1519,1520,PRONOT GLUTENSİZ KAKAOLU MİNİ KEK 144 GR ,3.5,0.08,Şölen,Atıştırmalık,Türkiye,2020-01-01
1520,1521,SARAY 100 KALORİ KARIŞIK MEYVELİ KEK 162 GR ,2.0,0.08,Saray,Atıştırmalık,Türkiye,2020-01-01
1521,1522,SARAY CHOCOLIPS 3'LÜ PAKET 105 GR ,1.45,0.08,Saray,Atıştırmalık,Türkiye,2020-01-01
1522,1523,SARAY ÇİKİLOPÇUK 160 GR ,1.5,0.08,Saray,Atıştırmalık,Türkiye,2020-01-01
1523,1524,SARAY ÇİKİLOPÇUK HİNDİSTAN CEVİZLİ 160 GR ,1.5,0.08,Saray,Atıştırmalık,Türkiye,2020-01-01
1524,1525,SEVEN DAYS FINDIKLI KRUVASAN 60 GR ,1.5,0.08,Seven days,Atıştırmalık,Türkiye,2020-01-01
1525,1526,SEVEN DAYS KAKAOLU KRUVASAN 60 G ,1.5,0.08,Seven days,Atıştırmalık,Türkiye,2020-01-01
1526,1527,SEVEN DAYS KAYISILI KRUVASAN 60 GR ,1.5,0.08,Seven days,Atıştırmalık,Türkiye,2020-01-01
1527,1528,SEVEN DAYS VANİLYA KRUVASAN 60 G ,1.5,0.08,Seven days,Atıştırmalık,Türkiye,2020-01-01
1528,1529,SEVEN DAYS VISNELI KRUVASAN 185 GR ,5.0,0.08,Seven days,Atıştırmalık,Türkiye,2020-01-01
1529,1530,ŞÖLEN LUPPO SANDVİÇ KEK 8'Lİ PAKET 184 GR ,3.25,0.08,Şölen,Atıştırmalık,Türkiye,2020-01-01
1530,1531,ŞÖLEN LUPPO SANDVİÇ KEK KAKAOLU 8'Lİ PAKET 184 GR ,3.25,0.08,Şölen,Atıştırmalık,Türkiye,2020-01-01
1531,1532,TODAY GOLDIES SÜT KREMALI KAKAOLU KEK 45 G ,0.5,0.08,Today,Atıştırmalık,Türkiye,2020-01-01
1532,1533,TODAY SNOWBALL H.CEVIZLI KEK 60 G ,1.0,0.08,Today,Atıştırmalık,Türkiye,2020-01-01
1533,1534,TODAY SNOWBALL SÜT KREMALI KEK 60 G ,1.0,0.08,Today,Atıştırmalık,Türkiye,2020-01-01
1534,1535,TORKU TAM BUĞDAYLI KEK 40 G ,0.5,0.08,Torku,Atıştırmalık,Türkiye,2020-01-01
1535,1536,TORKU TAM KEK DAMLA ÇİKOLATALI 40 G ,0.5,0.08,Torku,Atıştırmalık,Türkiye,2020-01-01
1536,1537,TORKU TAM KEK LİMONLU 40 G ,0.5,0.08,Torku,Atıştırmalık,Türkiye,2020-01-01
1537,1538,TORKU TAM ÇIKOLATAM BISKÜVI 100 G ,1.25,0.08,Torku,Atıştırmalık,Türkiye,2020-01-01
1538,1539,TORKU TURTACIK MANDALİN JÖLELİ 102 G ,1.0,0.08,Torku,Atıştırmalık,Türkiye,2020-01-01
1539,1540,TORKU TURTACIK PORTAKAL JÖLELİ 102 GR ,1.0,0.08,Torku,Atıştırmalık,Türkiye,2020-01-01
1540,1541,UNO TARÇINLI ELMALI TART 50 GR ,1.25,0.08,Uno,Atıştırmalık,Türkiye,2020-01-01
1541,1542,UNO VİŞNELİ TART 65 G. ,1.25,0.08,Uno,Atıştırmalık,Türkiye,2020-01-01
1542,1543,UNO ÇİKOLATA KREMALI KRUVASAN 300 GR ,5.45,0.08,Uno,Atıştırmalık,Türkiye,2020-01-01
1543,1544,UNO ÇİKOLATA KREMALI KRUVASAN 50 GR ,1.25,0.08,Uno,Atıştırmalık,Türkiye,2020-01-01
1544,1545,ÜLKER ALBENİ ATIŞTIRMALIK 252 G ,5.25,0.08,Uno,Atıştırmalık,Türkiye,2020-01-01
1545,1546,ÜLKER ALBENİ KAPLAMALI ÇİKOLATALI KEK 35 GR ,0.75,0.08,Ülker,Atıştırmalık,Türkiye,2020-01-01
1546,1547,ÜLKER DANKEK HİNDİSTAN CEVİZLİ KEK 200 G ,2.75,0.08,Ülker,Atıştırmalık,Türkiye,2020-01-01
1547,1548,ÜLKER DANKEK PÖTİ HAVUÇLU TARÇINLI KEK 43 G ,0.5,0.08,Ülker,Atıştırmalık,Türkiye,2020-01-01
1548,1549,ÜLKER DANKEK PÖTİ HİNDİSTAN CEVİZLİ MUFFIN KEK 45 GR ,0.5,0.08,Ülker,Atıştırmalık,Türkiye,2020-01-01
1549,1550,ÜLKER DANKEK RULO PASTA ÇİKOLATALI 245 GR ,2.95,0.08,Ülker,Atıştırmalık,Türkiye,2020-01-01
1550,1551,ÜLKER HALLEY 10'LU 300 GR ,4.25,0.08,Ülker,Atıştırmalık,Türkiye,2020-01-01
1551,1552,ÜLKER HALLEY 14'LÜ EKONOMİK PAKET 420 GR ,5.75,0.08,Ülker,Atıştırmalık,Türkiye,2020-01-01
1552,1553,ÜLKER KEKSTRA KONFETİ ÇİKOLATA SOSLU KAKAOLU 38 GR ,0.57,0.08,Ülker,Atıştırmalık,Türkiye,2020-01-01
1553,1554,ÜLKER KEKSTRA PORTAKALLI 35 GR ,0.45,0.08,Ülker,Atıştırmalık,Türkiye,2020-01-01
1554,1555,ÜLKER KEKSTRA ÇİLEKLİ 35 GR ,0.45,0.08,Ülker,Atıştırmalık,Türkiye,2020-01-01
1555,1556,ÜLKER MİNİ HALLEY 3'LÜ PAKET 231 GR ,2.75,0.08,Ülker,Atıştırmalık,Türkiye,2020-01-01
1556,1557,ÜLKER MİNİ HALLEY 66 G ,0.95,0.08,Ülker,Atıştırmalık,Türkiye,2020-01-01
1557,1558,ÜLKER O'LALA SUFLE KEK 70 GR ,1.75,0.08,Ülker,Atıştırmalık,Türkiye,2020-01-01
1558,1559,ÜLKER O'LALA ÇİKOLATA DOLGULU KEK 34 GR ,0.75,0.08,Ülker,Atıştırmalık,Türkiye,2020-01-01
1559,1560,ÜLKER OLALA CUPCAKE KAKAOLU 33 G ,0.5,0.08,Ülker,Atıştırmalık,Türkiye,2020-01-01
1560,1561,ÜLKER RULO PASTA ÇİLEKLİ 235 GR ,2.95,0.08,Ülker,Atıştırmalık,Türkiye,2020-01-01
1561,1562,ÜLKER SMARTT KORNET ÇİKOLATA 32 G ,1.0,0.08,Ülker,Atıştırmalık,Türkiye,2020-01-01
1562,1563,ÜLKER SÜPER HALLEY 30 GR ,0.5,0.08,Ülker,Atıştırmalık,Türkiye,2020-01-01
1563,1564,ÜLKER ÇOKOMEL MARSHMALLOW SADE 6 ADET 78 GR ,1.45,0.08,Ülker,Atıştırmalık,Türkiye,2020-01-01
1564,1565,ÜLKER ÇOKOMEL ÇİLEKLİ 6'LI PAKET 78 G ,1.45,0.08,Ülker,Çerez,Türkiye,2020-01-01
1565,1566,*MİGROS ANTEP FISTIĞI 200 GR ,8.95,0.08,migros,Çerez,Türkiye,2020-01-01
1566,1567,*MİGROS BEYAZ LEBLEBİ 200 GR ,2.95,0.08,migros,Çerez,Türkiye,2020-01-01
1567,1568,*MİGROS KARIŞIK KURUYEMİŞ 200 GR ,7.25,0.08,migros,Çerez,Türkiye,2020-01-01
1568,1569,*MİGROS KAVRULMUŞ FINDIK İÇİ 200 GR ,9.25,0.08,migros,Çerez,Türkiye,2020-01-01
1569,1570,*MİGROS KAVRULMUŞ KABAK ÇEKİRDEĞİ 200 GR ,3.45,0.08,migros,Çerez,Türkiye,2020-01-01
1570,1571,*MİGROS SARI LEBLEBİ 200 GR ,2.95,0.08,migros,Çerez,Türkiye,2020-01-01
1571,1572,*MİGROS TUZLU AYÇEKİRDEĞİ 200 GR ,1.95,0.08,migros,Çerez,Türkiye,2020-01-01
1572,1573,*MİGROS TUZLU BADEM 200 GR ,10.6,0.08,migros,Çerez,Türkiye,2020-01-01
1573,1574,*MİGROS TUZLU FISTIK 200 GR ,2.95,0.08,migros,Çerez,Türkiye,2020-01-01
1574,1575,*MİGROS İÇ CEVİZ 150 GR ,8.55,0.08,migros,Çerez,Türkiye,2020-01-01
1575,1576,ANADOLU LEZZETLERİ EĞİN DUT KURUSU 150 G ,10.95,0.08,anadolu lezzetleri,Çerez,Türkiye,2020-01-01
1576,1577,ANTEP FISTIĞI KG ,59.9,0.08,Simbat,Çerez,Türkiye,2020-01-01
1577,1578,BADEM İÇİ KAVRULMUŞ KG ,79.9,0.08,Simbat,Çerez,Türkiye,2020-01-01
1578,1579,BADEM İÇİ ÇİĞ KG ,79.9,0.08,Simbat,Çerez,Türkiye,2020-01-01
1579,1580,CEVİZ KG ,21.5,0.08,Simbat,Çerez,Türkiye,2020-01-01
1580,1581,CEVİZ İÇİ NORMAL KG ,79.9,0.08,Simbat,Çerez,Türkiye,2020-01-01
1581,1582,DOVIDO ANTEP KARASI 300 G ,4.45,0.08,Simbat,Çerez,Türkiye,2020-01-01
1582,1583,FINDIK İÇİ KAVRULMUŞ GİRESUN KG ,39.9,0.08,Simbat,Çerez,Türkiye,2020-01-01
1583,1584,FINDIK İÇİ ÇİĞ KG ,59.9,0.08,Simbat,Çerez,Türkiye,2020-01-01
1584,1585,FISTIK İÇİ TUZLU KG ,19.9,0.08,Simbat,Çerez,Türkiye,2020-01-01
1585,1586,KABAK ÇEKİRDEK KG ( NEVŞEHİR ) ,29.9,0.08,Simbat,Çerez,Türkiye,2020-01-01
1586,1587,KAJU HİNT FISTIĞI TUZLU KG ,86.9,0.08,Simbat,Çerez,Türkiye,2020-01-01
1587,1588,KARIŞIK EXTRA KURUYEMİŞ KG ,34.9,0.08,Simbat,Çerez,Türkiye,2020-01-01
1588,1589,KARIŞIK LÜKS KG ,34.9,0.08,Simbat,Çerez,Türkiye,2020-01-01
1589,1590,M LIFE ORGANİK KURUYEMİŞ AKŞAM 40 GR ,2.95,0.08,Mlife,Çerez,Türkiye,2020-01-01
1590,1591,M LIFE ORGANİK KURUYEMİŞ SABAH 50 GR ,2.95,0.08,Mlife,Çerez,Türkiye,2020-01-01
1591,1592,M LIFE ORGANİK KURUYEMİŞ ÖĞLEN 50 GR ,2.95,0.08,Mlife,Çerez,Türkiye,2020-01-01
1592,1593,NİC NAC'S YERFISTIĞI 125 G ,5.0,0.08,Mlife,Çerez,Türkiye,2020-01-01
1593,1594,PAPAĞAN ALTIN MEYVELER CEVİZ İÇİ 110 G ,11.45,0.08,Papağan,Çerez,Türkiye,2020-01-01
1594,1595,PAPAĞAN ALTIN MEYVELER İÇ TATLI BADEM 145 G ,14.95,0.08,Papağan,Çerez,Türkiye,2020-01-01
1595,1596,PAPAĞAN AYÇEKİRDEĞİ 50 G ,0.9,0.08,Papağan,Çerez,Türkiye,2020-01-01
1596,1597,PAPAĞAN AYÇEKİRDEĞİ AİLE BOYU 350 G ,6.45,0.08,Papağan,Çerez,Türkiye,2020-01-01
1597,1598,PAPAĞAN AYÇEKİRDEĞİ EKO PAKET 175 G ,3.25,0.08,Papağan,Çerez,Türkiye,2020-01-01
1598,1599,PAPAĞAN AYÇEKİRDEĞİ EKO PAKET DAHA TUZLU 175 G ,3.25,0.08,Papağan,Çerez,Türkiye,2020-01-01
1599,1600,PAPAĞAN BADEM 160 GR ,12.95,0.08,Papağan,Çerez,Türkiye,2020-01-01
1600,1601,PAPAĞAN FINDIK İÇİ 180 G ,12.95,0.08,Papağan,Çerez,Türkiye,2020-01-01
1601,1602,PAPAĞAN KABAK ÇEKİRDEĞİ 130 G ,4.7,0.08,Papağan,Çerez,Türkiye,2020-01-01
1602,1603,PAPAĞAN KOKTEYL 180 G ,7.95,0.08,Papağan,Çerez,Türkiye,2020-01-01
1603,1604,PAPAĞAN MİX KLASİK 180 G ,8.35,0.08,Papağan,Çerez,Türkiye,2020-01-01
1604,1605,PAPAĞAN TUZLU YER FISTIĞI 170 G ,4.45,0.08,Papağan,Çerez,Türkiye,2020-01-01
1605,1606,PEYMAN ASORTI MIX 68 G ,7.45,0.08,Peyman,Çerez,Türkiye,2020-01-01
1606,1607,PEYMAN BAHÇEDEN ANTIOKSIDANT MIX 55 G ,5.0,0.08,Peyman,Çerez,Türkiye,2020-01-01
1607,1608,PEYMAN BAHÇEDEN DUT KURUSU 90 G ,6.0,0.08,Peyman,Çerez,Türkiye,2020-01-01
1608,1609,PEYMAN BAHÇEDEN ENERGY MIX 55 GR ,4.0,0.08,Peyman,Çerez,Türkiye,2020-01-01
1609,1610,PEYMAN BAHÇEDEN FIT MIX 55 GR ,3.5,0.08,Peyman,Çerez,Türkiye,2020-01-01
1610,1611,PEYMAN BAHÇEDEN FORM MIX 55 GR ,3.5,0.08,Peyman,Çerez,Türkiye,2020-01-01
1611,1612,PEYMAN BAHÇEDEN SPORT MIX 55 GR ,4.5,0.08,Peyman,Çerez,Türkiye,2020-01-01
1612,1613,PEYMAN BAHÇEDEN ÇİĞ BADEM 170 GR ,16.0,0.08,Peyman,Çerez,Türkiye,2020-01-01
1613,1614,PEYMAN BAHÇEDEN ÇİĞ FINDIK 155 GR ,12.95,0.08,Peyman,Çerez,Türkiye,2020-01-01
1614,1615,PEYMAN BAHÇEDEN ÇİĞ KAJU 100 GR ,13.0,0.08,Peyman,Çerez,Türkiye,2020-01-01
1615,1616,PEYMAN BAHÇEDEN ÇİĞ İÇ KABAK ÇEKİRDEĞİ 125 G ,7.0,0.08,Peyman,Çerez,Türkiye,2020-01-01
1616,1617,PEYMAN BAHÇEDEN İÇ CEVİZ 100 GR ,12.0,0.08,Peyman,Çerez,Türkiye,2020-01-01
1617,1618,PEYMAN DORLEO ANTEP FISTIĞI 170 GR ,14.45,0.08,Peyman,Çerez,Türkiye,2020-01-01
1618,1619,PEYMAN DORLEO ANTEP FISTIĞI 340 GR ,28.45,0.08,Peyman,Çerez,Türkiye,2020-01-01
1619,1620,PEYMAN DORLEO ANTEP FISTIĞI 80 G ,6.95,0.08,Peyman,Çerez,Türkiye,2020-01-01
1620,1621,PEYMAN DORLEO ASORTI MIX 135 GR ,12.75,0.08,Peyman,Çerez,Türkiye,2020-01-01
